day,lot_number,title,estimate_low,estimate_high,current_bid,bid_count,image_count,url
day1,1097,"JEROME HOWES (NY/MA, 1955- )",800,1200,250,3,4,https://live.thomastonauction.com/auction-lot/jerome-howes-ny-ma-1955_e4f6d4130f
day1,1189,"JOEL JANOWITZ (NY, 1945 - )",500,1000,100,3,5,https://live.thomastonauction.com/auction-lot/joel-janowitz-ny-1945_8794ac906c
day1,1320,"JOHN A. RUTHVEN (NY, 1924 - )",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/john-a-ruthven-ny-1924_003e123719
day1,1321,"JOHN A. RUTHVEN (NY, 1924 - )",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/john-a-ruthven-ny-1924_7c3b8b9c47
day1,1319,"JOHN A. RUTHVEN (NY, 1924 - )",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/john-a-ruthven-ny-1924_c76a93faa1
day1,1318,"JOHN A. RUTHVEN (NY, 1924 - )",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/john-a-ruthven-ny-1924_c7f7b57c52
day1,1317,"JOHN A. RUTHVEN (NY, 1924 - )",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/john-a-ruthven-ny-1924_f2c5bbad8e
day1,1009,"JOHN FRENCH SLOAN (NY/NM/NH, 1871-1951)",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/john-french-sloan-ny-nm-nh-1871-1951_dc29cb5b3c
day1,1112,"JOHN MANSHIP (NY, 1977-2000)",800,1200,250,3,5,https://live.thomastonauction.com/auction-lot/john-manship-ny-1977-2000_5a34e95e1a
day1,1422,"JORGE WILMOT (MEXICAN, 1928-2012), BIRD AMONG BLOSSOMS",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/jorge-wilmot-mexican-1928-2012-bird-among-blossoms_805054eb1f
day1,1420,"JORGE WILMOT (MEXICAN, 1928-2012), BIRD ON ROCK",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/jorge-wilmot-mexican-1928-2012-bird-on-rock_edc68e2dd6
day1,1226,"JUDY PRISOC (CONTEMPORARY, GIG HARBOR, WA)",250,350,50,3,2,https://live.thomastonauction.com/auction-lot/judy-prisoc-contemporary-gig-harbor-wa_9b845b13d8
day1,1048,"JULIUS WOLFGANG SCHULEIN (NY/GERMANY, 1881-1970)",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/julius-wolfgang-schulein-ny-germany-1881-1970_32cb351df8
day1,1378,"KARABAGH PRAYER RUG (11' 2"" x 4')",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/karabagh-prayer-rug-11-2-x-4_c799e31319
day1,1136,"KENNETH SMALLWOOD (20TH C. AMERICAN)",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/kenneth-smallwood-20th-c-american_b974f48797
day1,1140,"LAMBRO AHLAS (US, 1927-2021) PORTRAIT OF A BALLET DANCER",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/lambro-ahlas-us-1927-2021-portrait-of-a-ballet-da_832b796c5b
day1,1409,"LARGE CHINESE PITH PAINTING, 19TH CENTURY",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/large-19th-c-chinese-pith-painting_9a861fce84
day1,1057,"LARGE COPPER MILK JUG WITH SPOUT",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/large-copper-milk-jug-with-spout_b1c263b05b
day1,1053,"LARGE COPPER POT WITH SIDE HANDLES",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/large-copper-pot-with-side-handles_ab5a081f70
day1,1405,"LATE QING DYNASTY SCROLL PAINTING OF NOBLEWOMAN",200,300,50,3,4,https://live.thomastonauction.com/auction-lot/late-qing-dynasty-scroll-painting-of-imperial-dow_25a20a38ce
day1,1280,"LEANDER ALLEN PLUMMER II (ME/MA, 1857-1914)",500,700,100,3,2,https://live.thomastonauction.com/auction-lot/leander-allen-plummer-ii-me-ma-1857-1914_8c3908bf42
day1,1261,"LEUPOLD M8-4X SCOPE",200,400,50,3,2,https://live.thomastonauction.com/auction-lot/leupold-m8-4x-scope_9dc6f0269e
day1,1221,"LINDA ENGLISH (20TH C.)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/linda-english-20th-c_1f581bba43
day1,1444,"LOTHAR BURGER (AUSTRIA, 1866-1943)",300,500,100,3,5,https://live.thomastonauction.com/auction-lot/lothar-burger-austria-1866-1943_3f635e2441
day1,1458,"LOUIS DOYLE NORTON (ME/NH, 1868-1940)",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/louis-doyle-norton-me-nh-1868-1940_e7abb723bb
day1,1334,"LOUIS JOHN RHEAD (NY, 1857-1926)",1000,1500,500,3,6,https://live.thomastonauction.com/auction-lot/louis-john-rhead-ny-1857-1926_82079d616f
day1,1332,"LOUIS JOHN RHEAD (NY, 1857-1926)",1000,1500,500,3,11,https://live.thomastonauction.com/auction-lot/louis-john-rhead-ny-1857-1926_f2e1383f30
day1,1196,"LOUIS (LUIGI) BOSA (NY/PA/ITALY, 1905-1991)",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/louis-luigi-bosa-ny-pa-italy-1905-1991_6be5ce3c2d
day1,1443,"LOUIS MARIA NIELS PEDER MOE (NORWAY, 1857-1945)",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/louis-maria-niels-peder-moe-norway-1857-1945_fa2e547478
day1,1354,"LOUIS XV FRENCH STYLE ARMCHAIR",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/louis-xv-french-style-armchair_ffed238d12
day1,1247,"LYMAN 30X SUPER TARGETSPOT SCOPE W/ CASE",1200,1800,600,3,2,https://live.thomastonauction.com/auction-lot/lyman-30x-super-targetspot-scope-w-case_9635201822
day1,1265,"LYMAN ALL-AMERICAN PERMA CENTER 20X SCOPE",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/lyman-all-american-perma-center-20x-scope_573f2298a8
day1,1255,"LYMAN ALL-AMERICAN PERMA CENTER 20X SCOPE",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/lyman-all-american-perma-center-20x-scope_bd8fb1fec0
day1,1257,"LYMAN SUPER TARGETSPOT 15X SCOPE",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/lyman-super-targetspot-15x-scope_5623e7405e
day1,1099,"LYND WARD (NJ/NY/IL, 1905-1985)",600,800,250,3,3,https://live.thomastonauction.com/auction-lot/lynd-ward-nj-ny-il-1905-1985_2ebe954aca
day1,1176,"LYND WARD (NJ/NY/IL, 1905-1985)",600,800,250,3,3,https://live.thomastonauction.com/auction-lot/lynd-ward-nj-ny-il-1905-1985_fe6f0619d1
day1,1399,"MABEL COPELAND CIRCA 1900 FLORAL PAINTING",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/mabel-copeland-circa-1900-floral-painting_2f95485cf8
day1,1401,"MABEL COPELAND CIRCA 1900 FLORAL PAINTING",500,700,100,3,3,https://live.thomastonauction.com/auction-lot/mabel-copeland-circa-1900-floral-painting_fcf2c5ebae
day1,1386,"MABEL MIKEL WILLIAMS (20TH C. AMERICAN)",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/mabel-mikel-williams-20th-c-american_6f3fd8916f
day1,1017,"MAHOGANY SHAPED TILT TOP CANDLESTAND",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/mahogany-shaped-tilt-top-candlestand_e7756e3ce1
day1,1086,"MAINE MUNICIPAL HAND MADE BADGE",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/maine-municipal-hand-made-badge_196f0f9190
day1,1447,"MARCO ALQUINGA (ECUADOR, 20TH C.)",200,400,50,3,4,https://live.thomastonauction.com/auction-lot/marco-alquinga-ecuador-20th-c_69579903c5
day1,1062,"MARGARET FITZHUGH BROWNE (MA, 1884-1972)",400,600,100,3,4,https://live.thomastonauction.com/auction-lot/margaret-fitzhugh-browne-ma-1884-1972_2ed060f664
day1,1007,"MARGUERITE KIRMSE (CT/UK, 1885-1954)",800,1200,300,3,4,https://live.thomastonauction.com/auction-lot/marguerite-kirmse-ct-uk-1885-1954_a2939f3121
day1,1473,"MARGUERITE MACKAIN-LANGLOIS (1886-1979) LITERARY PRINT",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/marguerite-mackain-langlois-1886-1979-literary-pr_389452d415
day1,1459,"MARJORIE MOORE (MAINE/AMERICAN, B. 1944), ""FLIGHT,"" 1992",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/marjorie-moore-maine-american-b-1944-flight-1992_f903da083f
day1,1282,"MARK CATESBY (SC/ENGLAND, 1683-1749)",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/mark-catesby-sc-england-1683-1749_bed955b3a6
day1,1295,"MARK OSMAN CURTIS (AKA TH. FRIIS) (NORWAY/SCOTLAND, 1879-1959)",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/mark-osman-curtis-aka-th-friis-norway-scotland-18_656e485b90
day1,1236,"MARLIN MODEL 1893 SADDLE RING CARBINE, .32-40",600,800,275,3,4,https://live.thomastonauction.com/auction-lot/marlin-model-1893-saddle-ring-carbine-32-40_a6ed008473
day1,1272,"MARLIN MODEL '94 LEVER ACTION RIFLE, .32-20",1000,1500,500,3,4,https://live.thomastonauction.com/auction-lot/marlin-model-94-lever-action-rifle-32-20_ba891c3e16
day1,1242,"MARLIN MODEL GOLDEN-39A W/ SCOPE, .22 LR",400,600,175,3,4,https://live.thomastonauction.com/auction-lot/marlin-model-golden-39a-w-scope-22-lr_4b942b7cb2
day1,1079,"MARY BREWSTER HAZELTON (US 1868-1953)",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/mary-brewster-hazelton-us-1868-1953_6247715769
day1,1207,"MARY HERRICK FENNER, MILLBURY MASSACHUSETTS, OIL ON PANEL",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/mary-herrick-fenner-millbury-massachusetts-oil-on_99f0b61e4e
day1,1028,"MASSACHUSETTS LICENSE PLATE WITH 1966 RMV MAILING ENVELOPE",100,200,50,3,1,https://live.thomastonauction.com/auction-lot/massachusetts-license-plate-with-1966-rmv-mailing_6a145b40c8
day1,1470,"MASSIMO CAMPIGLI (FRANCE/ ITALY, 1895-1971)",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/massimo-campigli-france-italy-1895-1971_aef15c0326
day1,1240,"MATCHED PAIR OF PURDEY SHOTGUNS IN CASE, 12 GA",100000,150000,50000,3,13,https://live.thomastonauction.com/auction-lot/matched-pair-of-purdey-shotguns-in-case-12-ga_6ba775c94b
day1,1445,"MEXICAN AZTEC RED CLAY TRIPOD VASE",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/mexican-aztec-red-clay-tripod-vase_9e21c6368b
day1,1418,"MICHELE USIBELLI (CONTEMPORARY CA)",250,350,50,3,4,https://live.thomastonauction.com/auction-lot/michele-usibelli-contemporary-ca_fe17e5633e
day1,1283,"MID-1960's NANTUCKET SCRIMSHAW DO IT YOURSELF KIT",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/mid-1960s-nantucket-scrimshaw-do-it-yourself-kit_b19ed46b08
day1,1111,"MODERN ADJUSTABLE STRING QUARTET MUSIC STAND",300,400,100,3,1,https://live.thomastonauction.com/auction-lot/modern-adjustable-string-quartet-music-stand_dc03517be4
day1,1288,,2000,3000,1000,3,1,https://live.thomastonauction.com/auction-lot/monumental-1878-currier-ives-double-steamboat-pri_39eda8e2bf
day1,1271,"MOSSBERG MDL. 151K, .22 LR",150,300,50,3,3,https://live.thomastonauction.com/auction-lot/mossberg-mdl-151k-22-lr_a8e9477b3a
day1,1105,"MOTHER-OF-PEARL INLAID ROSEWOOD LAP DESK",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/mother-of-pearl-inlaid-rosewood-lap-desk_f8d75913ad
day1,1273,"NAGANT M1895 REVOLVER, 7.62x38mmR",300,500,125,3,4,https://live.thomastonauction.com/auction-lot/nagant-m1895-revolver-7-62x38mmr_b3546304b4
day1,1118,"NAN GREACEN (AKA FAVRE) (NY/FL/FRANCE, 1909-1999)",600,900,250,3,3,https://live.thomastonauction.com/auction-lot/nan-greacen-aka-favre-ny-fl-france-1909-1999_af88b882c2
day1,1266,"NEUMANN FRERES SxS SHOTGUN, 12 GA",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/neumann-freres-sxs-shotgun-12-ga_7694d81a6b
day1,1217,"NORMAN ROCKWELL (NY/MA, 1894-1978)",400,600,100,3,4,https://live.thomastonauction.com/auction-lot/norman-rockwell-ny-ma-1894-1978_755ce88ad7
day1,1211,"NORMAN ROCKWELL (NY/MA, 1894-1978)",1000,1500,500,3,3,https://live.thomastonauction.com/auction-lot/norman-rockwell-ny-ma-1894-1978_887660fdad
day1,1213,"NORMAN ROCKWELL (NY/MA, 1894-1978)",1000,1500,500,3,3,https://live.thomastonauction.com/auction-lot/norman-rockwell-ny-ma-1894-1978_8bd06cb266
day1,1215,"NORMAN ROCKWELL (NY/MA, 1894-1978)",1000,1500,500,3,3,https://live.thomastonauction.com/auction-lot/norman-rockwell-ny-ma-1894-1978_8c10a4ad2c
day1,1362,"NUDE DOS PAINTING SIGNED ""F.L., 95""",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/nude-dos-painting-signed-f-l-95_702beeadeb
day1,1024,"OAK FRAMED WALKING STICK DISPLAY CASE",600,800,250,3,3,https://live.thomastonauction.com/auction-lot/oak-framed-walking-stick-display-case_14543520ab
day1,1322,"OP ART POSTER FOR BAND ""CREAM""",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/op-art-poster-for-band-cream_cbbfeaaa27
day1,1011,"ORRIN AUGUSTINE WHITE (CA/IL, 1883-1969)",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/orrin-augustine-white-ca-il-1883-1969_329db9c0f7
day1,1329,"ORSON BYRON LOWELL (NY, 1871-1956)",350,550,100,3,4,https://live.thomastonauction.com/auction-lot/orson-byron-lowell-ny-1871-1956_f993c482fc
day1,1220,"OSCAR SCHMIDT OS15B 15-CHORD - CLASSIC AUTOHARP",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/oscar-schmidt-os15b-15-chord-classic-autoharp_c61fdddf7b
day1,1467,"PABLO PICASSO (SPAIN/FRANCE, 1881-1973)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/pablo-picasso-spain-france-1881-1973_3fd684f556
day1,1468,"PABLO PICASSO (SPAIN/FRANCE, 1881-1973)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/pablo-picasso-spain-france-1881-1973_c3e6dd5fdd
day1,1469,"PABLO PICASSO (SPAIN/FRANCE, 1881-1973)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/pablo-picasso-spain-france-1881-1973_daf2e0bc82
day1,1391,"PAIR OF EARLY THAI PAINTED WOOD HOME GUARDIAN FIGURES",400,800,100,3,2,https://live.thomastonauction.com/auction-lot/pair-of-early-thai-painted-wood-home-guardian-fig_e9c91c020d
day1,1382,"PAIR OF INDO-MAHAL SMALL CARPETS (5'6"" x 8'6"")",1200,1500,600,3,1,https://live.thomastonauction.com/auction-lot/pair-of-indo-mahal-small-carpets-56-x-86_1bdb6071b8
day1,1304,"PAIR OF WALRUS TUSKS & BOAR TUSK AS BOTTLE OPENER",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/pair-of-walrus-tusks-boar-tusk-as-bottle-opener_e27213a0b7
day1,1156,"PAMELA HOLEMAN (WOODBRIDGE, CT)",700,900,250,3,3,https://live.thomastonauction.com/auction-lot/pamela-holeman-woodbridge-ct_e11207c3cf
day1,1464,"PARKER S. PERKINS (ROCKPORT, MA, 1862-1942)",400,600,100,3,4,https://live.thomastonauction.com/auction-lot/parker-s-perkins-rockport-ma-1862-1942_5736a1ff96
day1,1032,"PAUL KRATTER (CONTEMPORARY CA)",600,800,250,3,5,https://live.thomastonauction.com/auction-lot/paul-kratter-contemporary-ca_8e738e2761
day1,1104,"PAUL STARRETTE SAMPLE (NY/CA/VT, 1896-1974)",600,800,250,3,5,https://live.thomastonauction.com/auction-lot/paul-starrette-sample-ny-ca-vt-1896-1974_a1e03dd089
day1,1146,"PERRY WINKLER (CONTEMPORARY PENNSYLVANIA)",600,800,250,3,3,https://live.thomastonauction.com/auction-lot/perry-winkler-contemporary-pennsylvania_4e8dcae627
day1,1013,"PORTRAIT OF AMERICAN BLUE EYED BLONDE BOY, CIRCA 1900",600,800,250,3,3,https://live.thomastonauction.com/auction-lot/portrait-of-american-blue-eyed-blonde-boy-circa-1_5a9aae15fd
day1,1019,"PORTUGUESE BLUE & WHITE TILE PLAQUE",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/portuguese-blue-white-tile-plaque_07645153bc
day1,1151,"POSSIBLY ENGLISH ALDERMASTON STUDIO POTTERY LARGE GLAZED DISH",250,350,50,3,2,https://live.thomastonauction.com/auction-lot/possibly-english-aldermaston-studio-pottery-large_6f54f461db
day1,1181,"POSTCARD COLLECTION, INCL. (2) ALBUMS & METAL BOX",400,600,100,3,2,https://live.thomastonauction.com/auction-lot/postcard-collection-incl-2-albums-metal-box_5d59711c42
day1,1117,"PR BRONZE URN FORM WINE BUCKETS WITH LINERS",800,1200,650,3,2,https://live.thomastonauction.com/auction-lot/pr-bronze-urn-form-wine-buckets-with-liners_d8cbef8511
day1,1383,"PR CHINESE BLUE & WHITE BARBED RIM CHARGERS",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/pr-chinese-blue-white-barbed-rim-chargers_082d12b2f0
day1,1335,"PR CHINESE EMBROIDERED SILK SKIRT PANELS, QING DYNASTY",300,500,100,3,5,https://live.thomastonauction.com/auction-lot/pr-chinese-embroidered-silk-skirt-panels-qing-dyn_9d29d9f2ab
day1,1403,"PR CHINESE EXPORT PAINTINGS ON PITH PAPER, 19TH CENTURY",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/pr-chinese-export-paintings-on-pith-paper-19th-ce_0906d9167e
day1,1381,"PR CHINESE FAMILLE ROSE FIGURAL PORCELAIN VASE LAMPS",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/pr-chinese-famille-rose-figural-porcelain-vase-la_4922c8c322
day1,1425,"PR CHINESE SWATOW PORCELAIN LOW BOWLS",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/pr-chinese-swatow-porcelain-low-bowls_179a2afa8a
day1,1119,"PR FRENCH GILDED BRONZE WARWICK VASE STYLE URNS",400,600,100,3,2,https://live.thomastonauction.com/auction-lot/pr-french-gilded-bronze-warwick-vase-style-urns_56463cae2c
day1,1392,"PR HIMALAYAN STYLE REPOUSSÉ METAL RELIGIOUS PLAQUES",400,600,100,3,4,https://live.thomastonauction.com/auction-lot/pr-himalayan-style-repousse-metal-religious-plaqu_cb07df0125
day1,1131,"PR KATHODIAN BRONZE WORKS COWBOY BOOKENDS",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/pr-kathodian-bronze-works-cowboy-bookends_25d582e675
day1,1241,"PR OF CENTENNIAL COLT PEACEMAKERS IN ORIGINAL GLASS CASE",8000,12000,4000,3,3,https://live.thomastonauction.com/auction-lot/pr-of-centennial-colt-peacemakers-in-original-gla_8f5bb1c886
day1,1008,"PR STEUBEN GLASS GAZELLE BOOKENDS",500,700,100,3,2,https://live.thomastonauction.com/auction-lot/pr-steuben-glass-gazelle-bookends_6343274e23
day1,1129,"PR WILLARD DRYDEN PADDOCK (NY, 1873-1956) BRONZE BOOKENDS",600,800,250,3,2,https://live.thomastonauction.com/auction-lot/pr-willard-dryden-paddock-ny-1873-1956-bronze-boo_369b5e3c84
day1,1157,"PRIMITIVE LOG BENCH",100,200,50,3,1,https://live.thomastonauction.com/auction-lot/primitive-log-bench_aae754899f
day1,1020,"PRISCILLA JANE FRAZER (CA, 1907-1983)",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/priscilla-jane-frazer-ca-1907-1983_d04cbf3588
day1,1276,"PROP LEVER ACTION RIFLE",200,400,50,3,6,https://live.thomastonauction.com/auction-lot/prop-lever-action-rifle_150c0d09e3
day1,1278,"RAD HEWER KNIFE W/ SCABBARD",800,1200,250,3,5,https://live.thomastonauction.com/auction-lot/rad-hewer-knife-w-scabbard_0e6c1ffbd7
day1,1490,"RAILROAD ROUTES IN CALIFORNIA, 1853",100,200,50,3,3,https://live.thomastonauction.com/auction-lot/railroad-routes-in-california-1853_8175817449
day1,1342,"RANDOLPH & CLAUDIA LAUB CLOTH MAT",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/randolph-claudia-laub-cloth-mat_3b719f2782
day1,1503,"RAOUL VERIN (FRANCE, 1865-1943)",300,400,100,3,6,https://live.thomastonauction.com/auction-lot/raoul-verin-france-1865-1943_7b796b2f37
day1,1083,"RAPHAEL SOYER (NY, 1889-1987)",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/raphael-soyer-ny-1889-1987_be14c4efd0
day1,1069,"RARE 1846 N. CURRIER PRINT OF BOSTON TEA PARTY",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/rare-1846-n-currier-print-of-boston-tea-party_e4da90181a
day1,1486,"RARE 1862 BOWDOIN COLLEGE COMMENCEMENT EVENTS",250,350,50,3,2,https://live.thomastonauction.com/auction-lot/rare-1862-bowdoin-college-commencement-events_47b9904bd9
day1,1275,"RARE 1912 BOOK ON ELEPHANT HUNTING, FIRST EDITION, FIRST ISSUE",600,800,250,3,5,https://live.thomastonauction.com/auction-lot/rare-1912-book-on-elephant-hunting-first-edition-_8660df7b87
day1,1497,"RARE (3 VOL) SET ON RABELAIS",200,300,50,3,5,https://live.thomastonauction.com/auction-lot/rare-3-vol-set-on-rabelais_1857700288
day1,1068,"RARE MONUMENTAL GEORGE WASHINGTON VALLEY FORGE PRINT",1500,2000,750,3,4,https://live.thomastonauction.com/auction-lot/rare-monumental-george-washington-valley-forge-pr_dae462e671
day1,1462,"REBECCA GOODALE (MAINE/AMERICAN, B. 1965) ""BEAR"", 2003",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/rebecca-goodale-maine-american-b-1965-bear-2003_d268c74116
day1,1463,"REBECCA GOODALE (MAINE/AMERICAN, B. 1965), TURTLE, 2005",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/rebecca-goodale-maine-american-b-1965-turtle-2005_ccf8821053
day1,1246,"REMINGTON MDL. 12 RIFLE W/ SCOPE, .22 LR",1500,2000,750,3,5,https://live.thomastonauction.com/auction-lot/remington-mdl-12-rifle-w-scope-22-lr_021292df0c
day1,1260,"REMINGTON MDL. 722, .244 REM",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/remington-mdl-722-244-rem_f94afdf457
day1,1426,"RENEE BERGER (EARLY 20TH C. NY)",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/renee-berger-early-20th-c-ny_22816746b7
day1,1324,"RIAA GOLD RECORD AWARD FOR ""I HOPE WE GET TO LOVE IN TIME"" BY MARILYN McCOO & BILLY DAVIS JR.",400,500,100,3,2,https://live.thomastonauction.com/auction-lot/riaa-gold-record-award-for-i-hope-we-get-to-love-_f290b8c911
day1,1326,"RIAA GOLD RECORD AWARD FOR ""PHOENIX"" BY GFR",500,700,100,3,2,https://live.thomastonauction.com/auction-lot/riaa-gold-record-award-for-phoenix-by-gfr_d484dbb546
day1,1327,"RIAA GOLD RECORD AWARD FOR ""WE'RE AN AMERICAN BAND"" BY GFR",1000,1500,500,3,2,https://live.thomastonauction.com/auction-lot/riaa-gold-record-award-for-were-an-american-band-_cebe0b839b
day1,1323,"RIAA GOLD RECORD AWARD FOR ""YOU DON'T HAVE TO BE A STAR""",400,500,100,3,2,https://live.thomastonauction.com/auction-lot/riaa-gold-record-award-for-you-dont-have-to-be-a-_9bd4d07b47
day1,1325,"RIAA PLATINUM RECORD AWARD FOR ""DON'T SAY NO"" BILLY SQUIRE",400,500,100,3,2,https://live.thomastonauction.com/auction-lot/riaa-platinum-record-award-for-dont-say-no-billy-_d393e2a3f9
day1,1190,"RICH TOYS HORSE DRAWN WAGON PULL TOY",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/rich-toys-horse-drawn-wagon-pull-toy_389a67de52
day1,1046,"RICHARD DE TREVILLE (CA/SC, 1864-1929)",400,600,100,3,4,https://live.thomastonauction.com/auction-lot/richard-de-treville-ca-sc-1864-1929_cb96650852
day1,1395,"ROGER ELIOT GILSON (20TH C. MA)",300,400,100,3,8,https://live.thomastonauction.com/auction-lot/roger-eliot-gilson-20th-c-ma_39b1540644
day1,1133,"ROSEVILLE POTTERY ""ROSECRAFT HEXAGON"" DOUBLE BUD VASE",400,600,100,3,2,https://live.thomastonauction.com/auction-lot/roseville-pottery-rosecraft-hexagon-double-bud-va_ce1997d115
day1,1198,"ROSEWOOD CASED MOTHER-OF-PEARL DOMINOES SET",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/rosewood-cased-mother-of-pearl-dominoes-set_deab06fc80
day1,1155,"RUBY CUT GLASS DOUBLE-SIDED SCENT BOTTLE, 19TH CENTURY",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/ruby-cut-glass-double-sided-scent-bottle-19th-cen_8174e79622
day1,1372,"SALLY JESSY RAPHAEL (NY, 1938 - )",400,600,100,3,4,https://live.thomastonauction.com/auction-lot/sally-jessy-raphael-ny-1938_930dc292e6
day1,1478,"SEIGE OF YORKTOWN MAP BY STEDMAN",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/seige-of-yorktown-map-by-stedman_83718da94d
day1,1141,"SEQUOIA MILLER (AMERICAN, CONTEMPORARY) STUDIO POTTERY TEAPOT",250,350,50,3,2,https://live.thomastonauction.com/auction-lot/sequoia-miller-american-contemporary-studio-potte_81e068d088
day1,1149,"SEQUOIA MILLER (AMERICAN, CONTEMPORARY) STUDIO POTTERY PITCHER",300,400,175,3,3,https://live.thomastonauction.com/auction-lot/sequoia-miller-american-contemporary-studio-potte_a5a5f74816
day1,1145,"SEQUOIA MILLER (AMERICAN, CONTEMPORARY) STUDIO POTTERY VASE",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/sequoia-miller-american-contemporary-studio-potte_d4468a1a31
day1,1143,"SEQUOIA MILLER (AMERICAN, CONTEMPORARY) STUDIO POTTERY JAR",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/sequoia-miller-american-contemporary-studio-potte_eff43c3f4e
day1,1095,"SERGIO LOPEZ (CONTEMPORARY SANTA ROSA, CA)",600,800,250,3,5,https://live.thomastonauction.com/auction-lot/sergio-lopez-contemporary-santa-rosa-ca_2b064e5d50
day1,1093,"SERGIO LOPEZ (CONTEMPORARY SANTA ROSA, CA)",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/sergio-lopez-contemporary-santa-rosa-ca_6dc1b82475
day1,1043,"SET OF (4) HAND FORGED COPPER COOKING PANS",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/set-of-4-hand-forged-copper-cooking-pans_e6ffd6cfaa
day1,1380,"SHIRVAN KELIM (5'5"" X 9"")",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/shirvan-kelim-55-x-9_a430673f67
day1,1018,"SHMUEL TEPLER (ISRAEL/POLAND, 1918-1998)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/shmuel-tepler-israel-poland-1918-1998_28861fc37a
day1,1483,"SIGNED FIRST EDITION ""JOHNNY TREMAIN"", 1943 NEWBERY AWARD WINNER",500,1000,100,3,9,https://live.thomastonauction.com/auction-lot/signed-first-edition-johnny-tremain-1943-newbery-_924e89e7ec
day1,1249,"SIMSON & CO. SHOTGUN MADE FOR IVER JOHNSON, 12 GA",2000,2500,1000,3,5,https://live.thomastonauction.com/auction-lot/simson-co-shotgun-made-for-iver-johnson-12-ga_9ee1af03a8
