day,lot_number,title,estimate_low,estimate_high,current_bid,bid_count,image_count,url
day1,1423,"(10) PIECE CHINESE PORCELAIN COLLECTION",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/10-piece-chinese-porcelain-collection_af88b04878
day1,1065,"(10) WEDGWOOD TRANSFERWARE BOWDOIN COLLEGE PLATES",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/10-wedgwood-transferware-bowdoin-college-plates_1525e27146
day1,1294,,200,300,50,3,1,https://live.thomastonauction.com/auction-lot/11-pc-antique-tool-collection_9050a5faaf
day1,1041,"(12) MINTON CHINA DINNER SERVICE PLATES",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/12-minton-china-dinner-service-plates_74d0a6a420
day1,1344,"(12) PALMER BACHELDERS & CO. COIN SILVER TEASPOONS",300,500,100,3,1,https://live.thomastonauction.com/auction-lot/12-palmer-bachelders-co-coin-silver-teaspoons_b665cad245
day1,1188,"(12 PC) VINTAGE BISQUE KEWPIE DOLL COLLECTION",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/12-pc-vintage-bisque-kewpie-doll-collection_789a56aabd
day1,1496,"(14) MISC VOLS, SOME ARE SETS",300,400,100,3,1,https://live.thomastonauction.com/auction-lot/14-misc-vols-some-are-sets_23702dad38
day1,1063,"(15 PC) COPPER COOKWARE COLLECTION",800,1200,250,3,3,https://live.thomastonauction.com/auction-lot/15-pc-copper-cookware-collection_f2527c6c69
day1,1485,"1745 ZURICH BIBLE WITH ORNATE LEATHER BINDING, 1759 CALLIGRAPHY",500,700,100,3,3,https://live.thomastonauction.com/auction-lot/1745-zurich-bible-with-ornate-leather-binding-175_6402da8d4d
day1,1070,"1867 CURRIER & IVES LG FOLIO LITHO HARNESS RACING",800,1200,250,3,5,https://live.thomastonauction.com/auction-lot/1867-currier-ives-lg-folio-litho-harness-racing_9c9864b6a7
day1,1049,"18TH C. COPPER BED WARMER WITH BIRD",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/18th-c-copper-bed-warmer-with-bird_a2dcb30e32
day1,1231,"18TH C. DRUM FORM SOLDIER'S CANTEEN",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/18th-c-drum-form-soldiers-canteen_0f12c2e4b8
day1,1224,"1920'S CHILD SIZE BANJO, UNMARKED",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/1920s-child-size-banjo-unmarked_ea140bdc2f
day1,1101,"1920S ERA MAHJONG SET IN WOODEN CASE",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/1920s-era-mahjong-set-in-wooden-case_fb1c74bbd8
day1,1090,"1930 ERA PAINTED PINE FIGURE",600,800,250,3,3,https://live.thomastonauction.com/auction-lot/1930-era-painted-pine-figure_bd91dc85fe
day1,1195,"1950'S DOEPKE MODEL TOYS CATERPILLAR D6 BULLDOZER",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/1950s-doepke-model-toys-caterpillar-d6-bulldozer_3736dfb898
day1,1430,"1982 NC WYETH POSTER",100,150,50,3,1,https://live.thomastonauction.com/auction-lot/1982-nc-wyeth-poster_48b4e24939
day1,1501,"1995 RUSSIAN SELF-PORTRAIT OF A MAN",300,400,100,3,5,https://live.thomastonauction.com/auction-lot/1995-russian-self-portrait-of-a-man_91c5372379
day1,1107,"19TH C. BONE INLAID ROSEWOOD LAP DESK",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/19th-c-bone-inlaid-rosewood-lap-desk_9bc20215c0
day1,1015,"19TH C. BOSTON SCHOOL PORTRAIT OF A CHILD",700,900,250,3,4,https://live.thomastonauction.com/auction-lot/19th-c-boston-school-portrait-of-a-child_077473baf1
day1,1449,"19TH C. BRONZE BELL ON IRON SWING BRACKET",600,800,250,3,2,https://live.thomastonauction.com/auction-lot/19th-c-bronze-bell-on-iron-swing-bracket_64abae2b41
day1,1023,"19TH C. DUTCH SILVER MOUNTED PERFUME FLASK",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/19th-c-dutch-silver-mounted-perfume-flask_525dc8afaf
day1,1016,"19TH C. FREE BLOWN GLASS GARDEN CLOCHE",300,500,100,3,1,https://live.thomastonauction.com/auction-lot/19th-c-free-blown-glass-garden-cloche_f3446bd8e8
day1,1187,"19TH C. MEXICAN SANTOS",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/19th-c-mexican-santos_65dc589a36
day1,1397,"19TH C. MOUNTAIN LANDSCAPE PAINTING INITIALED 'WGS'",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/19th-c-mountain-landscape-painting-initialed-wgs_58056245cf
day1,1384,"19TH C. NAIVE FARM VIEW, UPSTATE NEW YORK",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/19th-c-naive-farm-view-upstate-new-york_2f151d16c7
day1,1293,"19TH C. PAINTED SHIPWRIGHT'S TOOL CHEST",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/19th-c-painted-shipwrights-tool-chest_0e63279531
day1,1078,"19TH C. SCOTTISH BURR ROOT & PENWORK SNUFF BOX",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/19th-c-scottish-burr-root-penwork-snuff-box_b5a6f31b44
day1,1194,"(2) 1930S TIN MODEL TRAIN BUILDINGS - LIONEL & MARKLIN",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/2-1930s-tin-model-train-buildings-lionel-marklin_d908a3d77e
day1,1218,"(2) 1960'S BANJOS (ONE WITH CASE)",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/2-1960s-banjos-one-with-case_ad520dc8af
day1,1291,"(2) ALTHEA MACY WHALE SPECIES WALL PLAQUES",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/2-althea-macy-whale-species-wall-plaques_eae857aeb3
day1,1137,"(2) AMERICAN PARADOX POTTERY PIT-FIRED STUDIO CERAMIC VESSELS",400,600,100,3,2,https://live.thomastonauction.com/auction-lot/2-american-paradox-pottery-pit-fired-studio-ceram_ec20b4b80b
day1,1025,,400,600,100,3,2,https://live.thomastonauction.com/auction-lot/2-antique-british-antler-handled-walking-canes_65f4cf0e46
day1,1186,"(2) ANTIQUE HALLOWEEN GAMES PLUS NAPKINS & CARD",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/2-antique-halloween-games-plus-napkins-card_bbd9a727f9
day1,1082,"(2) ARTISAN SIGNED TURNED WOOD VESSELS",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/2-artisan-signed-turned-wood-vessels_9db65a32d7
day1,1216,"(2) BRITISH BESSONS BRASS MARCHING BAND FLUGELHORNS",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/2-british-bessons-brass-marching-band-flugelhorns_ded0353a91
day1,1306,"(2) CASED GIMBALED MARINE COMPASSES",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/2-cased-gimbaled-marine-compasses_23f4c80a4e
day1,1413,"(2) CHINESE BRONZE HAND MIRRORS",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/2-chinese-bronze-hand-mirrors_e95a01966d
day1,1387,"(2) CHINESE PIGSKIN BOXES WITH MAKER'S SEAL",300,400,100,3,7,https://live.thomastonauction.com/auction-lot/2-chinese-pigskin-boxes-with-makers-seal_4678a073d9
day1,1487,"(2) EARLY BIBLE LEAVES",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/2-early-bible-leaves_2eff252d7c
day1,1192,"(2) EARLY CAST IRON & PRESSED STEEL TOYS",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/2-early-cast-iron-pressed-steel-toys_11e299072a
day1,1419,"(2) EARLY PEKING GLASS BOWLS",300,400,100,3,8,https://live.thomastonauction.com/auction-lot/2-early-peking-glass-bowls_f17544238c
day1,1047,"(2) EARLY WROUGHT IRON LADLES",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/2-early-wrought-iron-ladles_c04922f976
day1,1059,"(2 PCS) CONTINENTAL COPPER COOKWARE",200,300,50,3,4,https://live.thomastonauction.com/auction-lot/2-pcs-continental-copper-cookware_ed750e1e4b
day1,1299,"(2 PCS) CULTURED PEARL SUITE",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/2-pcs-cultured-pearl-suite_cef0800f1e
day1,1262,"(2) REMINGTON R1128 ""TRAPPER"" BULLET KNIVES",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/2-remington-r1128-trapper-bullet-knives_e85ea5bf4e
day1,1139,"(2) RICHARD G. ROBERTSON (AMERICAN, 1943-2016) BIZEN-STYLE STONEWARE",300,500,100,3,5,https://live.thomastonauction.com/auction-lot/2-richard-g-robertson-american-1943-2016-bizen-st_875a3b45f4
day1,1481,"(2) TITLES IN (3 VOLS) BOOKS ON MINIATURE PAINTINGS",500,700,100,3,6,https://live.thomastonauction.com/auction-lot/2-titles-in-3-vols-books-on-miniature-paintings_8267a2a6e4
day1,1442,"(2) VINTAGE WOODEN COCA COLA CRATES",100,200,50,3,2,https://live.thomastonauction.com/auction-lot/2-vintage-wooden-coca-cola-crates_d477a14efc
day1,1352,"20TH C MORROCAN BRASS TRAY TABLETOP",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/20th-c-morrocan-brass-tray-tabletop_014c119946
day1,1495,"(22) PRINTS AFTER WHEATLY: (15) ""CRIES OF LONDON"" & (7) OTHERS, 1920S RE-ISSUES UNFRAMED",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/22-prints-after-wheatly-15-cries-of-london-7-othe_915259d9aa
day1,1476,"(28 VOL) SIGNED RUDYARD KIPLING BURWASH EDITION W/ DJ",3000,4000,1500,3,6,https://live.thomastonauction.com/auction-lot/28-vol-signed-rudyard-kipling-burwash-edition-w-dj_bb9de41b80
day1,1124,"(29) MINTON ENGLISH GILT RIM CHINA PLATES",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/29-minton-english-gilt-rim-china-plates_eb011de714
day1,1491,"(29) VOLS SHAKESPEARE + (2) - YALE SHAKESPEARE",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/29-vols-shakespeare-2-yale-shakespeare_0e80546bfc
day1,1233,"(3) 18TH-19TH C. NAVAL ARTILLERY IRON TOOLS",400,600,100,3,2,https://live.thomastonauction.com/auction-lot/3-18th-19th-c-naval-artillery-iron-tools_1e157b0e82
day1,1480,"(3) 1940'S SKETCHBOOKS BY DENNY SONKE WINTERS (NY/CA/ME/MI/MEXICO, 1905-1985)",600,800,250,3,3,https://live.thomastonauction.com/auction-lot/3-1940s-sketchbooks-by-denny-sonke-winters-ny-ca-_655b057101
day1,1027,"(3) ANTIQUE DECORATIVE PORCELAIN TOP WALKING CANES",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/3-antique-decorative-porcelain-top-walking-canes_253df490d3
day1,1183,"(3) ANTIQUE HALLOWEEN LANTERNS",300,400,100,3,1,https://live.thomastonauction.com/auction-lot/3-antique-halloween-lanterns_3c3f916424
day1,1300,"(3) CARVED BONE FIGURES SAILOR MADE",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/3-carved-bone-figures-sailor-made_564cc5c014
day1,1343,"(3) CHINESE JADE CARVINGS",250,350,50,3,2,https://live.thomastonauction.com/auction-lot/3-chinese-jade-carvings_6009592608
day1,1330,"(3) CHINESE JADE CARVINGS",250,350,50,3,4,https://live.thomastonauction.com/auction-lot/3-chinese-jade-carvings_e62d955f54
day1,1169,"(3 COPIES) ANDREW WYETH HELGA PRINT PORTFOLIOS",300,400,100,3,7,https://live.thomastonauction.com/auction-lot/3-copies-andrew-wyeth-helga-print-portfolios_86cd6315e5
day1,1477,"(3) EARLY MAPS OF EUROPE BY CARY",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/3-early-maps-of-europe-by-cary_c84ae0654c
day1,1030,"(3) EARLY MASSACHUSETTS PORCELAIN LICENSE PLATES, 1904–1909",300,400,100,3,1,https://live.thomastonauction.com/auction-lot/3-early-massachusetts-porcelain-license-plates-19_0b1b79639c
day1,1147,"(3) ENGLISH ALDERMASTON POTTERY STUDIO CERAMIC ARTICLES",300,500,100,3,5,https://live.thomastonauction.com/auction-lot/3-english-aldermaston-pottery-studio-ceramic-arti_faab1a5a42
day1,1281,"(3) FOLK ART FISH DECOYS",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/3-folk-art-fish-decoys_9ecf834f92
day1,1450,"(3) MID-20TH C. MINIATURE VIEWS OF SWITZERLAND",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/3-mid-20th-c-miniature-views-of-switzerland_5eb498b184
day1,1113,"(3 PC) VINTAGE PAINTED WICKER FURNITURE SET",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/3-pc-vintage-painted-wicker-furniture-set_881a053e2e
day1,1004,"(3 PCS) 1980'S WOMEN'S DESIGNER CLOTHING",100,200,50,3,4,https://live.thomastonauction.com/auction-lot/3-pcs-1980s-womens-designer-clothing_1b851eb801
day1,1379,"(3 PCS) CHINESE FAMILLE ROSE PORCELAIN JAR ON STAND",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/3-pcs-chinese-famille-rose-porcelain-jar-on-stand_6b74024c5d
day1,1029,"(3 PCS) ROLLS-ROYCE PHANTOM I HANDBOOK, REGISTRATION AND LICENSE PLATE",600,800,250,3,1,https://live.thomastonauction.com/auction-lot/3-pcs-rolls-royce-phantom-i-handbook-registration_8f05a8ffba
day1,1245,"(3) REMINGTON R1253 ""GUIDE"" BULLET KNIVES",200,400,50,3,1,https://live.thomastonauction.com/auction-lot/3-remington-r1253-guide-bullet-knives_e7b0fbcac1
day1,1267,"(3) REMINGTON R1263 ""HUNTER"" BULLET KNIVES",100,200,50,3,2,https://live.thomastonauction.com/auction-lot/3-remington-r1263-hunter-bullet-knives_7a4c53fdf1
day1,1248,"(3) REMINGTON R293 ""HUNTER-TRADER-TRAPPER"" KNIVES",200,400,50,3,1,https://live.thomastonauction.com/auction-lot/3-remington-r293-hunter-trader-trapper-knives_08dd9a66f8
day1,1259,"(3) REMINGTON SHOTGUN COMMEMORATIVE KNIVES",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/3-remington-shotgun-commemorative-knives_2361b5276c
day1,1200,"(32 PC) CAST STONE MARINE LIFE CHESS SET",300,500,100,3,5,https://live.thomastonauction.com/auction-lot/32-pc-cast-stone-marine-life-chess-set_55f60d0190
day1,1026,"(4) ANTIQUE GOLD-FILLED MOUNTED WALKING CANES",800,1000,250,3,3,https://live.thomastonauction.com/auction-lot/4-antique-gold-filled-mounted-walking-canes_2dcf646be3
day1,1208,"(4 PC) FOLK ART KINETIC TOY COLLECTION",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/4-pc-folk-art-kinetic-toy-collection_2b2b0d1b3e
day1,1045,"(4 PCS) 19TH C. FRENCH COPPER COOKWARE",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/4-pcs-19th-c-french-copper-cookware_fa6b9de127
day1,1252,"(4) REMINGTON R4243 ""CAMP"" BULLET KNIVES",200,400,125,3,1,https://live.thomastonauction.com/auction-lot/4-remington-r4243-camp-bullet-knives_60c3a8b29b
day1,1292,"(4) SAILOR-MADE IVORY OBJECTS & SMALL WHALES TOOTH",250,350,70,3,1,https://live.thomastonauction.com/auction-lot/4-sailor-made-ivory-objects-small-whales-tooth_d50eed7191
day1,1406,"(4) SMALL PAINTINGS BY JAMES MICKELSON (MA, 1926-1998)",500,700,100,3,6,https://live.thomastonauction.com/auction-lot/4-small-paintings-by-james-mickelson-ma-1926-1998_3bd76ba0ca
day1,1135,"(4) VINTAGE STUDIO POTTERY VESSELS, INCLUDING ANDREW HILL AND EUGENE DEUTSCH",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/4-vintage-studio-pottery-vessels-including-andrew_18b6c9cdcb
day1,1061,"(5) 19TH C. GRADUATED BRASS PRESERVE PANS",500,700,100,3,1,https://live.thomastonauction.com/auction-lot/5-19th-c-graduated-brass-preserve-pans_5d8b8f1a82
day1,1210,"(5 PC) FOLK ART KINETIC TOY COLLECTION",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/5-pc-folk-art-kinetic-toy-collection_a5f2c5066a
day1,1498,"(5 VOL SET) 1824 EDITION ""LE ROBINSON SUISSE"" BY MME DE MONTOLIEU (IN FRENCH)",350,450,100,3,2,https://live.thomastonauction.com/auction-lot/5-vol-set-1824-edition-le-robinson-suisse-by-mme-_8d73d735fe
day1,1499,"(5 VOLS COMPLETE) MASTERPIECES OF FRENCH ART",500,700,100,3,5,https://live.thomastonauction.com/auction-lot/5-vols-complete-masterpieces-of-french-art_85fa0f0d80
day1,1479,"(5 VOLS) FRENCH SALON YEARBOOKS 1889-1893",500,700,100,3,1,https://live.thomastonauction.com/auction-lot/5-vols-french-salon-yearbooks-1889-1893_d46dd33b98
day1,1182,"(6) ANTIQUE HALLOWEEN DECORATIONS BY H.E. LUHRS",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/6-antique-halloween-decorations-by-h-e-luhrs_9920a40261
day1,1185,"(6) ANTIQUE HALLOWEEN DECORATIONS",250,350,50,3,1,https://live.thomastonauction.com/auction-lot/6-antique-halloween-decorations_0f1f1a511f
day1,1184,"(6) ANTIQUE HALLOWEEN DECORATIONS",350,450,100,3,2,https://live.thomastonauction.com/auction-lot/6-antique-halloween-decorations_244c2912a5
day1,1302,"(6) BOOKS ON SCRIMSHAW",100,150,50,3,1,https://live.thomastonauction.com/auction-lot/6-books-on-scrimshaw_f9cf931343
day1,1482,"(6) HANDPAINTED SCHOOL POSTERS RACIAL TYPES, CIRCA 1880",400,600,100,3,4,https://live.thomastonauction.com/auction-lot/6-handpainted-school-posters-racial-types-circa-1_ba08f8ff96
day1,1080,"(6 PC) DECO DESIGN MARBLE DESK SET WITH CLOCK",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/6-pc-deco-design-marble-desk-set-with-clock_1aaa86a26f
day1,1179,"(8) EARLY MEDIUM FORMAT CHILDREN'S PICTURE BOOKS",250,350,50,3,3,https://live.thomastonauction.com/auction-lot/8-early-medium-format-childrens-picture-books_2f90a9e20c
day1,1493,"(8) EARLY NEW HAMPSHIRE DOCUMENTS FROM DISPLAY",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/8-early-new-hampshire-documents-from-display_00671e16b5
day1,1037,"(80+) CALIFORNIA GRIDIRON PROGRAMS IN REMARKABLE CONDITION",400,600,100,3,2,https://live.thomastonauction.com/auction-lot/80-california-gridiron-programs-in-remarkable-con_2c343e58a3
day1,1428,"A.D. GREER (NY/TX/OK, 1904-1998)",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/a-d-greer-ny-tx-ok-1904-1998_13e8de6c6a
day1,1446,"AFTER JEAN-JACQUES HENNER (FRANCE, 1829-1905)",500,700,100,3,3,https://live.thomastonauction.com/auction-lot/after-jean-jacques-henner-france-1829-1905_3834977729
day1,1150,"AFTER PABLO PICASSO (FRANCE/SPAIN, 1881-1973)",500,700,100,3,6,https://live.thomastonauction.com/auction-lot/after-pablo-picasso-france-spain-1881-1973_6f177bc894
day1,1191,"AMANDA BREWSTER (LYDIA) SEWELL (NY/ITALY, 1859-1926)",400,600,100,3,5,https://live.thomastonauction.com/auction-lot/amanda-brewster-lydia-sewell-ny-italy-1859-1926_30f848df5f
day1,1199,"AMERICAN STILL LIFE OF FISH, UNFRAMED",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/american-still-life-of-fish-unframed_1c6885f21c
day1,1393,"AMERICAN WESTERN SUBJECT PAINTING, 1930'S",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/american-western-subject-painting-1930s_ec0415dad9
day1,1376,"ANATOLIAN KELIM (5'6"" x 12'6"")",600,800,250,3,5,https://live.thomastonauction.com/auction-lot/anatolian-kelim-56-x-126_1b1b2d987a
day1,1116,"ANDRE (GITTELON) GISSON (NY/CT/FRANCE, 1921-2003)",700,900,250,3,3,https://live.thomastonauction.com/auction-lot/andre-gittelon-gisson-ny-ct-france-1921-2003_b5be346c91
day1,1164,"ANDREW WYETH (AMERICAN, 1917–2009), COLLOGRAPH PRINT, ""END OF OLSON'S""",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-collograph-print-_410bf95f73
day1,1163,"ANDREW WYETH (AMERICAN, 1917–2009), GICLEE PRINT, ""HER ROOM""",400,600,100,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-giclee-print-her-_3180171b5e
day1,1171,"ANDREW WYETH (AMERICAN, 1917–2009), PRINT, ALBERT'S SON",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-print-alberts-son_b2f46256e2
day1,1166,"ANDREW WYETH (AMERICAN, 1917–2009), PRINT, BLUE DOOR OLSON HOUSE",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-print-blue-door-o_9841c25576
day1,1168,"ANDREW WYETH (AMERICAN, 1917–2009), PRINT, ""COLD SPRING""",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-print-cold-spring_f17bdd4e42
day1,1165,"ANDREW WYETH (AMERICAN, 1917–2009), PRINT, ""GERANIUMS""",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-print-geraniums_3578aa88dc
day1,1167,"ANDREW WYETH (AMERICAN, 1917–2009), PRINT, THE PATRIOT",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-print-the-patriot_4ab09de8c8
day1,1170,"ANDREW WYETH (AMERICAN, 1917–2009), PRINT, ""WOLF RIVER""",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-american-1917-2009-print-wolf-river_1b9ae3c2a0
day1,1160,"ANDREW WYETH (PA/ME, 1917-2009)",300,400,100,3,6,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_0314ca4a93
day1,1435,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_0c738e1388
day1,1436,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_0fe40f44c0
day1,1434,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_5444d78d0d
day1,1439,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_556f688b66
day1,1159,"ANDREW WYETH (PA/ME, 1917-2009)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_571088dc09
day1,1172,"ANDREW WYETH (PA/ME, 1917-2009)",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_613c2dbc16
day1,1433,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_752c60e8f7
day1,1431,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_7b0312d579
day1,1437,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_ab85b7d43f
day1,1438,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_b0c6e7f4ba
day1,1432,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,3,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_b17be38080
day1,1440,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_b8fb81a8c0
day1,1161,"ANDREW WYETH (PA/ME, 1917-2009)",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_ea3a126d06
day1,1158,"ANDREW WYETH (PA/ME, 1917-2009)",400,600,100,3,3,https://live.thomastonauction.com/auction-lot/andrew-wyeth-pa-me-1917-2009_f705f55e89
day1,1427,"ANNAMESE BLUE AND WHITE CHARGER",200,300,50,3,6,https://live.thomastonauction.com/auction-lot/annamese-blue-and-white-charger_ac738e9f11
day1,1474,"ANTHONY THIEME (MA/CA, 1888-1954)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/anthony-thieme-ma-ca-1888-1954_39254dff8e
day1,1461,"ANTHONY THIEME (MA/CA, 1888-1954)",300,400,100,3,3,https://live.thomastonauction.com/auction-lot/anthony-thieme-ma-ca-1888-1954_7264c7cf55
day1,1074,"ANTIQUE BRASS BOUND LOG MEASURING CALIPERS",200,300,50,3,2,https://live.thomastonauction.com/auction-lot/antique-brass-bound-log-measuring-calipers_073d367445
day1,1012,"ANTIQUE BRONZE MOUNTED CERAMIC EASTER EGG BOX",300,500,100,3,4,https://live.thomastonauction.com/auction-lot/antique-bronze-mounted-ceramic-easter-egg-box_46721d59bd
day1,1088,"ANTIQUE WATCHMAKER TOOLS AND PARTS COLLECTION",300,500,100,3,2,https://live.thomastonauction.com/auction-lot/antique-watchmaker-tools-and-parts-collection_a9f2e73203
day1,1178,"ANTONIO RUIZ (MEXICO, 1897-1964)",500,700,100,3,4,https://live.thomastonauction.com/auction-lot/antonio-ruiz-mexico-1897-1964_cffaeb8a40
day1,1098,"ART DECO BRONZE STATUE OF STANDING WOMAN, INITIALED ""CEL""",300,500,100,3,3,https://live.thomastonauction.com/auction-lot/art-deco-bronze-statue-of-standing-woman-initiale_e708fcbfa3
day1,1465,"ART DECO GOUACHE OF BIRDS BY ADAMS",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/art-deco-gouache-of-birds-by-adams_3e644b083e
day1,1010,"ART DECO IVORY BLOTTER & MONOGRAMMED PAPER WEIGHT",200,300,50,3,1,https://live.thomastonauction.com/auction-lot/art-deco-ivory-blotter-monogrammed-paper-weight_39104b8de4
day1,1033,"ART NOUVEAU ALVIN SILVER OVERLAY GREEN GLASS VASE",300,400,100,3,2,https://live.thomastonauction.com/auction-lot/art-nouveau-alvin-silver-overlay-green-glass-vase_c56cc9b55b
day1,1038,"ARTHUR BEAUMONT (NY, 1877-1956)",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/arthur-beaumont-ny-1877-1956_4441624d80
day1,1034,"AUGUST MOSCA (NY/ITALY, 1907-2003)",300,400,100,3,4,https://live.thomastonauction.com/auction-lot/august-mosca-ny-italy-1907-2003_9a52534cce
day1,1148,"AUSTIN MERRILL MECKLEM (NY/WA, 1894-1951)",1200,1500,600,3,3,https://live.thomastonauction.com/auction-lot/austin-merrill-mecklem-ny-wa-1894-1951_a83834def1
day1,1225,"AVRAHAM SHEMI-SHOHAM (ISRAEL, 1935 - )",250,350,50,3,2,https://live.thomastonauction.com/auction-lot/avraham-shemi-shoham-israel-1935_4852d21a75
day1,1290,"AXEL OLSON HALDRUP (DENMARK, 1890-1977)",600,800,250,3,4,https://live.thomastonauction.com/auction-lot/axel-olson-haldrup-denmark-1890-1977_2fbf1bc7b8
day1,1238,"BATTISTA RIZZINI S782 EMEL O/U SHOTGUN, 20 GA",10000,15000,5000,3,6,https://live.thomastonauction.com/auction-lot/battista-rizzini-s782-emel-o-u-shotgun-20-ga_7276fbf66c
day1,1235,"BERETTA 687 SILVER PIGEON III, 28 GA",2000,2500,1000,3,5,https://live.thomastonauction.com/auction-lot/beretta-687-silver-pigeon-iii-28-ga_1fb2d67101
